r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,cluster
0.476541,0.436606,0.437823,0.40542,0.341573,0.346715,0.421538,0.367016,0.377071,0.607314,0.569978,0.570452,0.316897,0.271325,0.277026,0.356939,0.314577,0.326605,0.650717,0.61699,0.619047,0.318482,0.282863,0.290907,0.3351,0.305334,0.31933,cluster3
0.17925,0.166544,0.173673,0.865752,0.85725,0.858007,0.688859,0.674437,0.675653,0.092065,0.079605,0.087609,0.83422,0.824826,0.825646,0.775843,0.762239,0.762578,0.11131,0.097678,0.108322,0.763374,0.752698,0.754445,0.815863,0.803252,0.803354,cluster4
0.64145,0.590333,0.505453,0.843325,0.788471,0.722945,0.794644,0.747287,0.666949,0.64175,0.594253,0.511293,0.811262,0.759532,0.692313,0.7359,0.686911,0.613133,0.559455,0.524105,0.435803,0.703367,0.669021,0.587293,0.672629,0.642926,0.552692,cluster4
0.491477,0.461807,0.458069,0.881982,0.862743,0.856224,0.685006,0.661822,0.660601,0.703026,0.679449,0.67589,0.887695,0.870223,0.864646,0.418735,0.391876,0.391659,0.809527,0.789499,0.786526,0.736882,0.715638,0.711526,0.308177,0.281461,0.283278,cluster4
0.833915,0.729391,0.690385,0.775788,0.65282,0.627532,0.650734,0.515244,0.508204,0.813754,0.70562,0.66656,0.776648,0.653681,0.630304,0.609578,0.478022,0.474948,0.782663,0.674322,0.640582,0.731897,0.615884,0.595573,0.613712,0.490626,0.484991,cluster4
0.772257,0.606529,0.571705,0.766188,0.599292,0.564397,0.75967,0.593441,0.556403,0.716885,0.557717,0.530665,0.733841,0.572235,0.543641,0.728898,0.568041,0.537906,0.639802,0.496898,0.482809,0.648548,0.505516,0.49,0.648462,0.504262,0.488509,cluster4
0.807216,0.605461,0.560411,0.804197,0.600845,0.555629,0.797255,0.594602,0.550586,0.748337,0.562392,0.524653,0.782001,0.586299,0.542523,0.784155,0.585957,0.540776,0.634652,0.476245,0.454883,0.695088,0.518702,0.489498,0.709598,0.526743,0.49365,cluster4
0.739801,0.583516,0.558767,0.729162,0.572297,0.546725,0.721841,0.562338,0.538539,0.728363,0.573349,0.55128,0.717468,0.560606,0.53887,0.709078,0.551738,0.529596,0.710611,0.560188,0.539938,0.706101,0.552282,0.532563,0.706328,0.552239,0.530621,cluster4
0.720856,0.563816,0.54213,0.713174,0.551541,0.53028,0.708393,0.549568,0.528232,0.724937,0.567628,0.54705,0.714787,0.557993,0.538415,0.710884,0.555583,0.534191,0.724332,0.572589,0.551476,0.717382,0.56683,0.545988,0.709532,0.55896,0.538106,cluster4
0.685073,0.54303,0.52353,0.690376,0.547817,0.527573,0.692278,0.549075,0.530084,0.705652,0.560475,0.542007,0.707009,0.562019,0.543717,0.710429,0.56505,0.547403,0.733587,0.585681,0.570764,0.733318,0.585879,0.571494,0.728725,0.581227,0.566667,cluster4
0.691333,0.58008,0.556216,0.682765,0.571984,0.548327,0.675934,0.563676,0.541364,0.694398,0.583198,0.561088,0.683429,0.57192,0.548329,0.676926,0.565454,0.543656,0.684212,0.574148,0.554031,0.681076,0.570155,0.549085,0.677099,0.566317,0.546133,cluster4
0.643635,0.51278,0.49716,0.696429,0.558862,0.536232,0.719358,0.574043,0.551642,0.656258,0.52322,0.510228,0.700498,0.558999,0.538873,0.723966,0.578488,0.557717,0.67895,0.542851,0.526567,0.706312,0.563195,0.542545,0.714999,0.574595,0.55395,cluster4
0.666836,0.528146,0.517808,0.686696,0.549059,0.537005,0.700668,0.567638,0.553831,0.595252,0.477876,0.4726,0.644395,0.520918,0.508562,0.664689,0.54212,0.527549,0.522096,0.428429,0.427921,0.587712,0.482319,0.47442,0.61157,0.505835,0.496241,cluster1
0.798905,0.791651,0.794873,0.48572,0.477859,0.48491,0.184641,0.17625,0.18718,0.697352,0.690526,0.696122,0.915668,0.909584,0.910793,0.912011,0.906594,0.907981,0.126508,0.119282,0.134672,0.230263,0.224209,0.234468,0.468023,0.462025,0.468909,cluster1
0.715835,0.584753,0.568518,0.687397,0.55718,0.5437,0.689137,0.567494,0.554196,0.692301,0.562031,0.548719,0.697205,0.571367,0.556971,0.696768,0.579099,0.564476,0.525464,0.42606,0.421359,0.478601,0.393827,0.39414,0.435368,0.367968,0.371919,cluster1
0.119747,0.11431,0.12506,0.205046,0.199494,0.209267,0.361301,0.357797,0.368552,0.955443,0.953668,0.954297,0.926142,0.924302,0.925636,0.778927,0.777187,0.781646,0.297534,0.293158,0.302427,0.178097,0.172515,0.18259,0.157312,0.152242,0.166996,cluster3
0.587185,0.552302,0.571864,0.585677,0.550365,0.57042,0.579991,0.545607,0.566027,0.522288,0.481842,0.503492,0.519395,0.479018,0.501001,0.516329,0.476862,0.499276,0.521834,0.482281,0.506281,0.51889,0.479621,0.503801,0.515768,0.477533,0.502033,cluster1
0.589551,0.513326,0.519743,0.517162,0.44566,0.457118,0.458449,0.391155,0.408458,0.597558,0.520404,0.526746,0.520866,0.445827,0.455682,0.452092,0.385726,0.401866,0.561051,0.491384,0.500911,0.506597,0.438168,0.450651,0.434674,0.375232,0.39265,cluster1
0.634801,0.555896,0.550651,0.483453,0.421112,0.424194,0.401218,0.349009,0.357488,0.628348,0.55005,0.544992,0.474589,0.412188,0.417388,0.38309,0.333947,0.343911,0.61361,0.535163,0.531703,0.472285,0.412824,0.417408,0.41882,0.371706,0.38298,cluster1
0.657773,0.619924,0.621631,0.444135,0.410149,0.41812,0.390729,0.353661,0.366484,0.632864,0.595058,0.597623,0.430227,0.394685,0.403784,0.3841,0.350269,0.365589,0.623776,0.585688,0.590264,0.419579,0.384115,0.394351,0.380599,0.349147,0.364829,cluster1
0.881993,0.871151,0.870399,0.420022,0.37311,0.368425,0.467262,0.40162,0.396836,0.896499,0.887335,0.888191,0.380647,0.333272,0.3289,0.452925,0.388877,0.38536,0.852286,0.837001,0.836562,0.402086,0.356449,0.352302,0.452482,0.394044,0.392743,cluster1
0.692291,0.628269,0.622416,0.881213,0.843904,0.826242,0.761009,0.723098,0.701542,0.407973,0.340499,0.337586,0.800953,0.762423,0.745476,0.906893,0.875967,0.855085,0.415401,0.332802,0.326856,0.640599,0.595985,0.579738,0.916889,0.885737,0.865872,cluster4
0.423031,0.417505,0.357891,0.735005,0.72691,0.689473,0.83825,0.828418,0.791498,0.482883,0.482414,0.42045,0.863364,0.859414,0.823752,0.803761,0.798671,0.758494,0.726996,0.730942,0.666188,0.893806,0.892229,0.857286,0.677357,0.666999,0.632697,cluster4
0.816027,0.817278,0.725561,0.790106,0.796582,0.691048,0.596154,0.622234,0.477791,0.811959,0.811288,0.723183,0.805071,0.809981,0.708671,0.649412,0.673607,0.533469,0.764116,0.773446,0.669768,0.76842,0.780757,0.669026,0.639473,0.670513,0.528527,cluster4
0.847776,0.644491,0.59728,0.821896,0.608633,0.566134,0.66571,0.474379,0.450991,0.847618,0.644442,0.597484,0.815807,0.602527,0.559988,0.686308,0.496326,0.471559,0.824042,0.62496,0.579943,0.808025,0.595477,0.553561,0.692686,0.505491,0.481197,cluster4
0.78752,0.636035,0.600657,0.77293,0.610666,0.575468,0.73495,0.565556,0.534561,0.778615,0.626224,0.592042,0.769315,0.607735,0.575509,0.746504,0.578261,0.546858,0.759809,0.608448,0.579118,0.752982,0.593171,0.56512,0.735132,0.570692,0.542677,cluster4
0.795664,0.619039,0.581632,0.789524,0.610478,0.569764,0.77992,0.598348,0.559469,0.76609,0.591313,0.555547,0.769112,0.592792,0.556847,0.770646,0.593917,0.556745,0.693262,0.533521,0.512375,0.697708,0.533929,0.511835,0.708657,0.54305,0.519412,cluster4
0.72651,0.603636,0.581912,0.717491,0.591199,0.568802,0.715256,0.587467,0.562976,0.707207,0.586829,0.568963,0.705407,0.58087,0.562454,0.711289,0.585508,0.564392,0.694439,0.581925,0.566413,0.694816,0.57771,0.562285,0.699244,0.580632,0.562853,cluster4
0.704746,0.560143,0.540687,0.705467,0.557766,0.537874,0.703508,0.555908,0.536941,0.727156,0.580461,0.558821,0.726662,0.577934,0.557447,0.724401,0.574694,0.554999,0.742714,0.596268,0.575756,0.746119,0.594514,0.5738,0.744012,0.59163,0.569087,cluster4
0.667225,0.519673,0.502464,0.67596,0.525252,0.506152,0.685875,0.531468,0.510306,0.710412,0.566018,0.540676,0.716726,0.569275,0.544254,0.722013,0.571606,0.546367,0.751743,0.604768,0.582691,0.754688,0.604854,0.584304,0.752929,0.601028,0.5814,cluster4
0.648092,0.515704,0.50056,0.676618,0.539584,0.521279,0.68748,0.54621,0.52988,0.709046,0.569262,0.551567,0.709147,0.567782,0.54946,0.70697,0.564771,0.547715,0.744838,0.601974,0.58768,0.732371,0.590066,0.57512,0.717685,0.576845,0.562147,cluster4
0.622158,0.509861,0.501273,0.652771,0.53889,0.525713,0.665172,0.556888,0.541964,0.654862,0.547738,0.536627,0.656162,0.550474,0.537318,0.674223,0.572721,0.557448,0.686329,0.579226,0.567047,0.666876,0.56281,0.550662,0.665433,0.564562,0.550618,cluster4
0.639782,0.544483,0.543053,0.635167,0.544357,0.542885,0.641236,0.553784,0.551928,0.495969,0.428696,0.428992,0.519663,0.450993,0.449822,0.569258,0.50082,0.496939,0.561074,0.496418,0.492356,0.530834,0.466607,0.461092,0.57145,0.506593,0.499763,cluster1
0.719662,0.563513,0.539201,0.735422,0.579875,0.552865,0.760767,0.613414,0.589459,0.581924,0.454257,0.444174,0.616871,0.477483,0.462851,0.601634,0.466161,0.453276,0.496303,0.38946,0.387766,0.43211,0.333398,0.333012,0.516342,0.40674,0.402526,cluster1
0.790684,0.719405,0.707854,0.877214,0.811595,0.799785,0.768679,0.701707,0.691001,0.450581,0.382869,0.378476,0.607589,0.541909,0.535799,0.754783,0.686602,0.676762,0.198292,0.168152,0.184139,0.164036,0.13423,0.141261,0.329108,0.291405,0.292679,cluster1
0.578159,0.545183,0.562061,0.578146,0.545634,0.562166,0.57731,0.545622,0.561946,0.53257,0.510865,0.543366,0.534357,0.513117,0.544726,0.536631,0.515461,0.546995,0.41825,0.407248,0.454513,0.425008,0.413334,0.458744,0.432262,0.419497,0.463812,cluster1
0.634268,0.553588,0.545661,0.725816,0.634425,0.623344,0.736978,0.64262,0.632792,0.333545,0.296526,0.297258,0.309645,0.260675,0.25989,0.519873,0.438466,0.43251,0.742443,0.702684,0.701899,0.569832,0.525194,0.52372,0.305646,0.257403,0.25562,cluster1
0.599251,0.556591,0.576975,0.548204,0.512432,0.531533,0.429948,0.392217,0.414958,0.564644,0.523802,0.543541,0.510126,0.477342,0.498307,0.395093,0.364896,0.389233,0.478415,0.445846,0.467661,0.448921,0.418091,0.440985,0.364123,0.340444,0.366708,cluster1
0.391456,0.376125,0.385389,0.202485,0.178826,0.195473,0.279399,0.244207,0.272223,0.826963,0.81587,0.817158,0.400056,0.382954,0.388178,0.19231,0.169879,0.191648,0.81704,0.804375,0.804658,0.735354,0.722533,0.724296,0.1294,0.113639,0.12287,cluster1
0.772269,0.709868,0.698331,0.469829,0.420954,0.421145,0.325849,0.290755,0.301877,0.75616,0.695774,0.685836,0.464606,0.417992,0.420019,0.318375,0.287963,0.299107,0.726654,0.668651,0.659306,0.429697,0.387079,0.390487,0.306975,0.281473,0.293481,cluster1
0.922963,0.92175,0.922991,0.109852,0.104085,0.113002,0.196659,0.193889,0.228053,0.92066,0.91919,0.920626,0.08698,0.081312,0.090521,0.198453,0.197262,0.232046,0.870736,0.868536,0.870649,0.095062,0.088539,0.09843,0.188034,0.185209,0.215025,cluster3
0.683629,0.579671,0.596183,0.922255,0.884429,0.868025,0.954558,0.924453,0.904128,0.676095,0.57383,0.591656,0.91755,0.883214,0.865201,0.9471,0.91799,0.899006,0.672919,0.576205,0.595116,0.898534,0.864976,0.855059,0.922784,0.892623,0.885359,cluster4
0.794766,0.772925,0.708892,0.847529,0.826941,0.754755,0.805099,0.782966,0.717422,0.769032,0.746712,0.682113,0.835788,0.818623,0.745854,0.841194,0.817615,0.755993,0.709744,0.690119,0.621737,0.823451,0.805985,0.732308,0.825943,0.803741,0.739939,cluster4
0.903991,0.879119,0.862883,0.818591,0.788623,0.778835,0.573971,0.510941,0.507689,0.952694,0.9336,0.917683,0.881932,0.856994,0.848578,0.6186,0.557489,0.556164,0.937606,0.917555,0.902262,0.798473,0.771246,0.764961,0.448968,0.385876,0.385433,cluster4
0.845285,0.68562,0.642126,0.808443,0.632082,0.593727,0.779424,0.591681,0.559836,0.836417,0.672526,0.629604,0.784386,0.605293,0.569886,0.755186,0.567172,0.536609,0.828855,0.662485,0.620259,0.80154,0.623855,0.588807,0.769214,0.588325,0.558739,cluster4
0.817734,0.586904,0.535298,0.818978,0.583003,0.52981,0.832443,0.592258,0.538099,0.827406,0.594284,0.540812,0.826167,0.58921,0.534177,0.831961,0.592212,0.536768,0.828804,0.595692,0.542236,0.832096,0.594672,0.539641,0.819156,0.584254,0.529792,cluster4
0.771732,0.577857,0.535867,0.803636,0.605588,0.560668,0.812639,0.612471,0.567526,0.767781,0.573761,0.531109,0.804481,0.606041,0.560647,0.819838,0.620237,0.573692,0.757867,0.565727,0.527623,0.78158,0.586584,0.545998,0.796337,0.599954,0.557195,cluster4
0.738837,0.600225,0.574787,0.740477,0.601069,0.575007,0.739437,0.599165,0.574195,0.740836,0.598815,0.573612,0.742385,0.599535,0.573568,0.737731,0.595381,0.570009,0.734681,0.593263,0.570292,0.735372,0.593352,0.568397,0.731325,0.589603,0.564712,cluster4
0.624905,0.541153,0.471419,0.643359,0.560132,0.490736,0.655724,0.575611,0.504957,0.804763,0.687407,0.634029,0.821365,0.701913,0.653015,0.809209,0.694019,0.640506,0.798883,0.680685,0.63067,0.778611,0.671479,0.613859,0.770292,0.665012,0.602937,cluster4
0.683272,0.548074,0.532595,0.670897,0.54093,0.528895,0.65349,0.526013,0.517359,0.731648,0.59078,0.571668,0.707095,0.57145,0.555917,0.67392,0.543972,0.53499,0.778281,0.639997,0.616411,0.78008,0.64642,0.624577,0.749764,0.621949,0.605053,cluster4
0.687494,0.536519,0.510785,0.658611,0.505777,0.484181,0.637877,0.490902,0.475016,0.747935,0.592283,0.564219,0.70654,0.553159,0.529162,0.667624,0.51936,0.50263,0.78009,0.624657,0.596118,0.733925,0.582044,0.556601,0.690326,0.542358,0.5241,cluster4
0.664322,0.53512,0.518455,0.572595,0.456119,0.449419,0.628072,0.527327,0.524964,0.711494,0.584825,0.563824,0.56942,0.462412,0.454437,0.603045,0.51479,0.511326,0.774259,0.665529,0.644,0.610132,0.510101,0.496889,0.528321,0.453432,0.450088,cluster1
0.624388,0.485732,0.471034,0.510209,0.383288,0.375174,0.630662,0.510797,0.495414,0.610373,0.490362,0.476696,0.474227,0.365414,0.357874,0.568007,0.460961,0.449492,0.565711,0.456423,0.446883,0.418049,0.326668,0.324231,0.482299,0.393017,0.385302,cluster1
0.584904,0.489769,0.486288,0.628873,0.526923,0.518542,0.660088,0.556832,0.547902,0.50213,0.419225,0.420257,0.564758,0.478695,0.478543,0.571225,0.485507,0.487297,0.302246,0.263638,0.274446,0.278625,0.243619,0.254176,0.299319,0.265405,0.278662,cluster3
0.697831,0.56192,0.549606,0.70257,0.567078,0.554773,0.689055,0.556863,0.545737,0.498528,0.410102,0.410044,0.497858,0.413598,0.412901,0.496132,0.415589,0.414818,0.236042,0.217392,0.235019,0.225452,0.207763,0.225535,0.206369,0.195584,0.21495,cluster3
0.577479,0.533217,0.561877,0.579327,0.534876,0.562778,0.576791,0.532916,0.559761,0.472359,0.443432,0.481702,0.473645,0.445037,0.483524,0.476773,0.44821,0.485734,0.313428,0.303887,0.361071,0.315013,0.306088,0.36383,0.312311,0.30423,0.361783,cluster1
0.565856,0.548767,0.622217,0.525775,0.512696,0.589911,0.464823,0.454208,0.528156,0.454558,0.446205,0.52089,0.436848,0.43148,0.504258,0.344828,0.338825,0.390045,0.360233,0.355534,0.408783,0.284783,0.282803,0.327651,0.29258,0.291846,0.333584,cluster3
0.720002,0.706828,0.712105,0.751816,0.739713,0.745878,0.195039,0.181757,0.194545,0.754444,0.743948,0.750186,0.689014,0.676569,0.682849,0.168047,0.15462,0.168433,0.177714,0.165191,0.178517,0.151893,0.138371,0.154011,0.270807,0.243263,0.269758,cluster3
0.640435,0.636531,0.642126,0.879112,0.877552,0.88008,0.100681,0.093763,0.103833,0.637435,0.633795,0.639644,0.91624,0.914935,0.917134,0.083843,0.07868,0.088222,0.647524,0.644479,0.650368,0.858983,0.857066,0.859963,0.103557,0.097406,0.107704,cluster1
0.766169,0.60945,0.579448,0.630653,0.499656,0.484596,0.483527,0.377534,0.373343,0.758592,0.606277,0.577423,0.616754,0.486327,0.473987,0.424978,0.324556,0.324725,0.737992,0.590358,0.563318,0.617196,0.487082,0.475922,0.4065,0.312436,0.313571,cluster1
0.923493,0.920056,0.919592,0.713964,0.700839,0.701256,0.299749,0.270852,0.272207,0.956281,0.95349,0.952898,0.630742,0.615652,0.617464,0.159823,0.128035,0.129861,0.936419,0.932263,0.931558,0.617274,0.604009,0.606906,0.206743,0.171703,0.174253,cluster1
0.98902,0.986677,0.980195,0.997108,0.995022,0.987174,0.990687,0.987659,0.979823,0.992717,0.990492,0.983735,0.990037,0.987525,0.979788,0.993226,0.990423,0.983084,0.987355,0.985318,0.979996,0.981279,0.979016,0.973134,0.984903,0.982403,0.977599,cluster4
0.680855,0.625159,0.611347,0.67796,0.625591,0.610809,0.684367,0.629876,0.615813,0.895821,0.872006,0.857143,0.894966,0.874269,0.859534,0.876933,0.854448,0.842265,0.95539,0.937006,0.916112,0.9596,0.941464,0.920029,0.920132,0.899443,0.880992,cluster4
0.900394,0.875392,0.847646,0.907744,0.882839,0.855952,0.883492,0.848294,0.825491,0.914686,0.894576,0.876403,0.885057,0.863517,0.848951,0.83147,0.799647,0.785968,0.643008,0.583414,0.558387,0.539138,0.475942,0.454931,0.523641,0.457543,0.436986,cluster4
0.813524,0.664328,0.625465,0.816101,0.66035,0.625076,0.803585,0.637493,0.604807,0.821531,0.666083,0.626053,0.81314,0.651554,0.614752,0.799631,0.632288,0.597298,0.802843,0.646711,0.610142,0.804476,0.643502,0.605837,0.787142,0.619549,0.583891,cluster4
0.877372,0.627979,0.565328,0.880833,0.63222,0.569261,0.878001,0.639486,0.579113,0.877376,0.626176,0.563194,0.880582,0.630129,0.567435,0.879233,0.64023,0.580207,0.874562,0.623053,0.561349,0.877938,0.626882,0.56508,0.876799,0.637461,0.578296,cluster4
0.820564,0.622657,0.573657,0.836929,0.63509,0.584905,0.839332,0.635003,0.585638,0.802448,0.606246,0.558407,0.817536,0.615759,0.566156,0.83351,0.628941,0.579776,0.731669,0.546392,0.50612,0.772021,0.573609,0.528577,0.81379,0.610309,0.563424,cluster4
0.634639,0.632388,0.68069,0.630231,0.6281,0.678181,0.625054,0.622936,0.673609,0.608247,0.606033,0.652039,0.605426,0.603182,0.651362,0.602883,0.600701,0.649422,0.577212,0.575298,0.615827,0.571635,0.569987,0.611429,0.56094,0.560766,0.603648,cluster4
0.750323,0.76887,0.930834,0.628884,0.659016,0.907,0.545497,0.583057,0.890648,0.846449,0.856474,0.95216,0.760296,0.778581,0.935201,0.663907,0.691103,0.916185,0.922147,0.924238,0.966585,0.873175,0.879694,0.9568,0.765799,0.782449,0.935595,cluster4
0.741604,0.5712,0.537767,0.701808,0.535043,0.506793,0.65731,0.49746,0.476248,0.787101,0.610663,0.577025,0.772424,0.595721,0.563878,0.722952,0.552132,0.526049,0.794904,0.618776,0.586109,0.787492,0.61184,0.579595,0.755764,0.581412,0.551989,cluster4
0.806483,0.761686,0.755364,0.411718,0.366025,0.367484,0.315295,0.270554,0.284273,0.85806,0.812458,0.806234,0.690568,0.645489,0.64633,0.422249,0.381205,0.388382,0.709437,0.66014,0.657731,0.814431,0.771296,0.770863,0.769588,0.731638,0.735467,cluster4
0.671155,0.549631,0.529511,0.474896,0.373027,0.36661,0.6026,0.518983,0.511795,0.683869,0.557467,0.536862,0.468506,0.367786,0.360073,0.547331,0.474396,0.47031,0.697488,0.570912,0.551294,0.461437,0.366008,0.358531,0.580585,0.512286,0.508878,cluster1
0.566861,0.512658,0.506849,0.240661,0.18268,0.177279,0.591112,0.511193,0.49927,0.677653,0.625211,0.61934,0.191564,0.146836,0.143493,0.656503,0.561746,0.547081,0.762244,0.717379,0.71168,0.217425,0.173356,0.168953,0.605449,0.518561,0.50524,cluster1
0.678468,0.522794,0.505602,0.689632,0.532998,0.515656,0.706447,0.552721,0.534219,0.454305,0.352513,0.349817,0.480256,0.371022,0.366778,0.498677,0.393431,0.388015,0.316245,0.265278,0.278033,0.26474,0.215757,0.226219,0.286875,0.241636,0.250877,cluster3
0.908215,0.906467,0.907725,0.963528,0.961563,0.961463,0.930225,0.92818,0.928747,0.256567,0.245036,0.253031,0.239806,0.227724,0.235559,0.231776,0.219737,0.227205,0.294188,0.285053,0.330783,0.237777,0.226909,0.272141,0.248621,0.236237,0.281264,cluster1
0.664387,0.543415,0.539558,0.654929,0.538513,0.536147,0.63015,0.520046,0.518642,0.437242,0.365695,0.377618,0.434483,0.364226,0.37741,0.421975,0.35669,0.370043,0.218878,0.197859,0.229722,0.214547,0.195344,0.229178,0.205306,0.190192,0.223868,cluster3
0.597729,0.533385,0.5485,0.5513,0.499705,0.518902,0.464557,0.421574,0.444076,0.453081,0.403047,0.428237,0.400446,0.358704,0.387581,0.341655,0.310095,0.340069,0.332194,0.2953,0.330009,0.267301,0.244799,0.280321,0.249132,0.236244,0.270675,cluster3
0.616399,0.573183,0.599703,0.570655,0.535736,0.561234,0.373228,0.347887,0.377528,0.446783,0.42653,0.460031,0.47464,0.452812,0.483556,0.308029,0.301915,0.335881,0.352953,0.341767,0.378957,0.318951,0.309586,0.344757,0.252119,0.250682,0.285322,cluster3
0.637918,0.578327,0.576933,0.60262,0.551242,0.55059,0.383165,0.339991,0.348264,0.55394,0.499916,0.500902,0.543526,0.49653,0.498113,0.379328,0.33933,0.345138,0.593757,0.537069,0.540166,0.590377,0.53996,0.543483,0.40543,0.367581,0.375023,cluster1
0.739489,0.6099,0.585348,0.708038,0.589337,0.569971,0.450885,0.370088,0.367016,0.732094,0.606193,0.58388,0.703448,0.590749,0.572499,0.45684,0.375108,0.371506,0.72149,0.601007,0.583669,0.687021,0.574033,0.558221,0.445757,0.369033,0.366534,cluster1
0.763234,0.779779,0.685147,0.577709,0.633641,0.482709,0.469461,0.544054,0.357071,0.750754,0.777954,0.671938,0.569992,0.629161,0.471958,0.46273,0.537142,0.34646,0.708928,0.748875,0.622678,0.547568,0.612027,0.4448,0.452167,0.528202,0.334105,cluster1
